seq_idx	Date	Location	PANGO	Nextstrain	MutationCount	NCount	GapCount
30094	None	Japan	B.1.1.214	20B	18	0	1
30095	None	Japan	B.1.1.214	20B	19	0	1
30096	None	Japan	B.1.1.214	20B	20	0	1
30097	None	Japan	B.1.1.214	20B	18	0	1
30098	None	Japan	B.1.1.214	20B	16	0	1
30099	None	Japan	B.1.1.214	20B	17	0	1
30100	None	Japan	B.1.1.214	20B	18	0	1
30101	None	Japan	B.1.1.214	20B	18	0	1
30102	None	Japan	B.1.1.214	20B	18	0	1
30103	None	Japan	B.1.1.214	20B	18	0	1
30104	None	Japan	B.1.1.214	20B	18	0	1
30105	None	Japan	B.1.1.214	20B	18	0	1
30106	None	Japan	B.1.1.214	20B	18	0	1
30107	None	Japan	B.1.1.214	20B	19	0	1
30108	None	Japan	B.1.1.214	20B	18	0	1
30109	None	Japan	B.1.1.214	20B	19	0	1
30110	None	Japan	B.1.1.214	20B	17	0	1
30111	None	Japan	B.1.1.214	20B	17	0	1
30112	None	Japan	B.1.1.214	20B	17	0	1
30113	None	Japan	B.1.1.214	20B	15	0	1
30114	None	Japan	B.1.1.214	20B	15	0	1
30115	None	Japan	B.1.1.214	20B	15	0	1
30116	None	Japan	B.1.1.214	20B	15	0	1
30117	None	Japan	B.1.1.214	20B	13	0	1
30118	None	Japan	B.1.1.284	20B	14	0	1
30119	None	Japan	B.1.1.214	20B	12	0	1
30120	None	Japan	B.1.1.214	20B	12	0	1
30121	None	Japan	B.1.1.214	20B	14	0	1
30122	None	Japan	B.1.1.284	20B	15	0	1
30123	None	Japan	B.1.1.214	20B	13	0	1
30124	None	Japan	B.1.1.284	20B	15	0	1
30125	None	Japan	B.1.1.284	20B	13	0	1
30126	None	Japan	B.1.1.214	20B	17	0	1
30127	None	Japan	B.1.1.214	20B	16	0	1
30128	None	Japan	B.1.1.214	20B	16	0	1
30129	None	Japan	B.1.1.214	20B	15	0	1
30130	None	Japan	B.1.1.214	20B	13	0	1
30131	None	Japan	B.1.1.284	20B	18	0	1
30132	None	Japan	B.1.1.284	20B	18	0	1
30133	None	Japan	B.1.1.214	20B	12	0	1
30134	None	Japan	B.1.1.214	20B	13	0	1
30135	None	Japan	B.1.1.214	20B	14	0	1
30136	None	Japan	B.1.1.214	20B	14	0	1
30137	None	Japan	B.1.1.214	20B	17	0	1
30138	None	Japan	B.1.1.214	20B	16	0	1
30139	None	Japan	B.1.1.214	20B	16	0	1
30140	None	Japan	B.1.1.214	20B	21	0	1
30141	None	Japan	B.1.1.214	20B	16	0	1
30142	None	Japan	B.1.1.284	20B	17	0	1
30143	None	Japan	B.1.1.284	20B	17	0	1
30144	None	Japan	B.1.1.214	20B	15	0	1
30145	None	Japan	B.1.1.214	20B	17	0	1
30146	None	Japan	B.1.1.214	20B	16	0	1
30147	None	Japan	B.1.1.214	20B	16	0	1
30148	None	Japan	B.1.1.214	20B	16	0	1
30149	None	Japan	B.1.1.214	20B	16	0	1
30150	None	Japan	B.1.1.214	20B	16	0	1
30151	None	Japan	B.1.1.214	20B	16	0	1
30152	None	Japan	B.1.1.214	20B	16	0	1
30153	None	Japan	B.1.1.214	20B	16	0	1
30154	None	Japan	B.1.1.214	20B	16	0	1
30155	None	Japan	B.1.1.214	20B	16	0	1
30156	None	Japan	B.1.1.214	20B	16	0	1
30157	None	Japan	B.1.1.214	20B	16	0	1
30158	None	Japan	B.1.1.214	20B	16	0	1
30159	None	Japan	B.1.1.214	20B	16	0	1
30160	None	Japan	B.1.1.214	20B	16	0	1
30161	None	Japan	B.1.1.214	20B	16	0	1
30162	None	Japan	B.1.1.214	20B	16	0	1
30163	None	Japan	B.1.1.214	20B	20	0	1
30164	None	Japan	B.1.1.214	20B	16	0	1
30165	None	Japan	B.1.1.214	20B	16	0	1
30166	None	Japan	B.1.1.214	20B	18	0	1
30167	None	Japan	B.1.1.214	20B	16	0	1
30168	None	Japan	B.1.1.214	20B	15	0	1
30169	None	Japan	B.1.1.214	20B	23	0	1
30170	None	Japan	B.1.1.214	20B	19	0	1
30171	None	Japan	B.1.1.214	20B	15	0	7
30172	None	Japan	B.1.1.214	20B	17	0	1
30173	None	Japan	B.1.1.214	20B	17	0	1
30174	None	Japan	B.1.1.214	20B	22	0	1
30175	None	Japan	B.1.1.214	20B	22	0	1
30176	None	Japan	B.1.1.214	20B	18	0	1
30177	None	Japan	B.1.1.214	20B	14	0	1
30178	None	Japan	B.1.1.214	20B	12	0	1
30179	None	Japan	B.1.1.214	20B	15	0	1
30180	None	Japan	B.1.1.214	20B	14	0	1
30181	None	Japan	B.1.1.214	20B	13	0	1
30182	None	Japan	B.1.1.214	20B	15	0	1
30183	None	Japan	B.1.1.214	20B	20	0	1
30184	None	Japan	B.1.1.214	20B	15	0	1
30185	None	Japan	B.1.1.214	20B	14	0	1
30186	None	Japan	B.1.1.214	20B	15	0	1
30187	None	Japan	B.1.1.214	20B	19	0	1
30188	None	Japan	B.1.1.214	20B	20	0	1
30189	None	Japan	B.1.1.214	20B	15	0	1
30190	None	Japan	B.1.1.214	20B	16	0	1
30191	None	Japan	B.1.1.214	20B	15	0	1
30192	None	Japan	B.1.1.214	20B	16	0	1
30193	None	Japan	B.1.1.214	20B	15	0	1
30194	None	Japan	B.1.1.214	20B	14	0	1
30195	None	Japan	B.1.1.214	20B	14	0	1
30196	None	Japan	B.1.1.214	20B	14	0	1
30197	None	Japan	B.1.1.214	20B	14	0	1
30198	None	Japan	B.1.1.214	20B	15	0	1
30199	None	Japan	B.1.1.214	20B	14	0	1
30200	None	Japan	B.1.1.214	20B	19	0	1
30201	None	Japan	B.1.1.214	20B	18	0	1
30202	None	Japan	B.1.1.284	20B	22	0	1
30203	None	Japan	B.1.1.214	20B	13	0	1
30204	None	Japan	B.1.1.214	20B	17	0	1
30205	None	Japan	B.1.1.214	20B	14	0	1
30206	None	Japan	B.1.1.214	20B	14	0	1
30207	None	Japan	B.1.1.214	20B	14	0	1
30208	None	Japan	B.1.1.214	20B	15	0	1
30209	None	Japan	B.1.1.214	20B	16	0	1
30210	None	Japan	B.1.1.214	20B	21	0	1
30211	None	Japan	B.1.1.214	20B	15	0	1
30212	None	Japan	B.1.1.214	20B	16	0	1
30213	None	Japan	B.1.1.214	20B	15	0	1
30214	None	Japan	B.1.1.214	20B	15	0	1
30215	None	Japan	B.1.1.214	20B	16	0	1
30216	None	Japan	B.1.1.214	20B	20	0	1
30217	None	Japan	B.1.1.214	20B	19	0	1
30218	None	Japan	B.1.1.214	20B	16	0	1
30219	None	Japan	B.1.1.214	20B	15	0	1
30220	None	Japan	B.1.1.214	20B	15	0	1
30221	None	Japan	B.1.1.214	20B	17	0	1
30222	None	Japan	B.1.1.214	20B	17	0	1
30223	None	Japan	B.1.1.214	20B	15	0	1
30224	None	Japan	B.1.1.214	20B	15	0	1
30225	None	Japan	B.1.1.214	20B	15	0	1
30226	None	Japan	B.1.1.214	20B	15	0	1
30227	None	Japan	B.1.1.214	20B	14	0	1
30228	None	Japan	B.1.1.214	20B	17	0	1
30229	None	Japan	B.1.1.214	20B	17	0	1
30230	None	Japan	B.1.1.214	20B	17	0	1
30231	None	Japan	B.1.1.214	20B	16	0	1
30232	None	Japan	B.1.1.214	20B	16	0	1
30233	None	Japan	B.1.1.214	20B	17	0	1
30234	None	Japan	B.1.1.214	20B	16	0	1
30235	None	Japan	B.1.1.214	20B	17	0	1
30236	None	Japan	B.1.1.214	20B	16	0	1
30237	None	Japan	B.1.1.214	20B	16	0	1
30238	None	Japan	B.1.1.214	20B	16	0	1
30239	None	Japan	B.1.1.214	20B	16	0	1
30240	None	Japan	B.1.1.214	20B	16	0	1
30241	None	Japan	B.1.1.214	20B	16	0	1
30242	None	Japan	B.1.1.214	20B	17	0	1
30243	None	Japan	B.1.1.214	20B	17	0	1
30244	None	Japan	B.1.1.214	20B	18	0	1
30245	None	Japan	B.1.1.214	20B	17	0	1
30246	None	Japan	B.1.1.214	20B	17	0	1
30247	None	Japan	B.1.1.214	20B	17	0	1
30248	None	Japan	B.1.1.214	20B	17	0	1
30249	None	Japan	B.1.1.214	20B	19	0	1
30250	None	Japan	B.1.1.214	20B	18	0	1
30251	None	Japan	B.1.1.214	20B	17	0	1
30252	None	Japan	B.1.1.214	20B	16	0	28
30253	None	Japan	B.1.1.214	20B	17	0	1
30254	None	Japan	B.1.1.214	20B	17	0	1
30255	None	Japan	B.1.1.214	20B	18	0	1
30256	None	Japan	B.1.1.214	20B	16	0	1
30257	None	Japan	B.1.1.214	20B	17	0	1
30258	None	Japan	B.1.1.214	20B	17	0	1
30259	None	Japan	B.1.1.214	20B	17	0	1
30260	None	Japan	B.1.1.214	20B	18	0	1
30261	None	Japan	B.1.1.214	20B	17	0	1
30262	None	Japan	B.1.1.214	20B	18	0	1
30263	None	Japan	B.1.1.214	20B	20	0	1
30264	None	Japan	B.1.1.214	20B	18	0	1
30265	None	Japan	B.1.1.214	20B	21	0	1
30266	None	Japan	B.1.1.214	20B	15	0	1
30267	None	Japan	B.1.1.214	20B	18	0	1
30268	None	Japan	B.1.1.214	20B	16	0	1
30269	None	Japan	B.1.1.214	20B	17	0	1
30270	None	Japan	B.1.1.214	20B	18	0	1
30271	None	Japan	B.1.1.214	20B	18	0	1
30272	None	Japan	B.1.1.214	20B	21	0	1
30273	None	Japan	B.1.1.214	20B	16	0	1
30274	None	Japan	B.1.1.214	20B	18	0	1
30275	None	Japan	B.1.1.214	20B	16	0	1
30276	None	Japan	B.1.1.214	20B	17	0	1
30277	None	Japan	B.1.1.214	20B	16	0	1
30278	None	Japan	B.1.1.214	20B	16	0	1
30279	None	Japan	B.1.1.214	20B	16	0	1
30280	None	Japan	B.1.1.214	20B	19	0	1
30281	None	Japan	B.1.1.214	20B	18	0	1
30282	None	Japan	B.1.1.214	20B	19	0	1
30283	None	Japan	B.1.1.214	20B	18	0	1
30284	None	Japan	B.1.1.217	20B	18	0	1
30285	None	Japan	B.1.1.214	20B	19	0	1
30286	None	Japan	B.1.1.214	20B	20	0	1
30287	None	Japan	B.1.1.214	20B	14	0	1
30288	None	Japan	B.1.1.214	20B	21	0	1
30289	None	Japan	B.1.1	20B	20	0	1
30290	None	Japan	B.1.1.214	20B	17	0	1
30291	None	Japan	B.1.1.214	20B	14	0	1
30292	None	Japan	B.1.1.214	20B	18	0	1
30293	None	Japan	B.1.1.214	20B	18	0	1
30294	None	Japan	B.1.1.214	20B	14	0	1
30295	None	Japan	B.1.1.214	20B	14	0	1
30296	None	Japan	B.1.1.214	20B	15	0	1
30297	None	Japan	B.1.1.214	20B	16	0	1
30298	None	Japan	B.1.1.214	20B	17	0	1
30299	None	Japan	B.1.1.214	20B	14	0	1
30300	None	Japan	B.1.1.214	20B	20	0	1
30301	None	Japan	B.1.1.214	20B	19	0	1
30302	None	Japan	B.1.1.284	20B	18	0	1
30303	None	Japan	B.1.1.214	20B	15	0	1
30304	None	Japan	B.1.1.214	20B	14	0	1
30305	None	Japan	B.1.1.214	20B	16	0	1
30306	None	Japan	B.1.1.284	20B	17	0	1
30307	None	Japan	B.1.1.214	20B	16	0	1
30308	None	Japan	B.1.1.214	20B	17	0	1
30309	None	Japan	B.1.1.214	20B	20	0	1
30310	None	Japan	B.1.1.214	20B	17	0	1
30311	None	Japan	B.1.1.214	20B	16	0	1
30312	None	Japan	B.1.1	20B	17	0	1
30313	None	Japan	B.1.1.214	20B	15	0	1
30314	None	Japan	B.1.1.214	20B	19	0	1
30315	None	Japan	B.1.1.284	20B	14	0	1
30316	None	Japan	B.1.1.214	20B	16	0	1
30317	None	Japan	B.1.1.284	20B	17	0	1
30318	None	Japan	B.1.1.284	20B	16	0	1
30319	None	Japan	B.1.1.214	20B	14	0	1
30320	None	Japan	B.1.1.214	20B	14	0	1
30321	None	Japan	B.1.1.284	20B	16	0	1
30322	None	Japan	B.1.1.214	20B	17	0	1
30323	None	Japan	B.1.1.284	20B	18	0	1
30324	None	Japan	B.1.1.214	20B	16	0	1
30325	None	Japan	B.1.1.214	20B	15	0	1
30326	None	Japan	B.1.1.214	20B	14	0	1
30327	None	Japan	B.1.1.214	20B	15	0	1
30328	None	Japan	B.1.1.214	20B	14	0	1
30329	None	Japan	B.1.1.214	20B	15	0	1
30330	None	Japan	B.1.1.214	20B	15	0	1
30331	None	Japan	B.1.1.214	20B	15	0	1
30332	None	Japan	B.1.1.214	20B	14	0	1
30333	None	Japan	B.1.1.214	20B	14	0	1
30334	None	Japan	B.1.1.214	20B	15	0	1
30335	None	Japan	B.1.1.214	20B	17	0	1
30336	None	Japan	B.1.1.214	20B	14	0	1
30337	None	Japan	B.1.1.214	20B	14	0	1
30338	None	Japan	B.1.1.214	20B	16	0	1
30339	None	Japan	B.1.1.214	20B	15	0	1
30340	None	Japan	B.1.1.214	20B	14	0	1
30341	None	Japan	B.1.1.214	20B	15	0	1
30342	None	Japan	B.1.1.214	20B	18	0	1
30343	None	Japan	B.1.1.214	20B	16	0	1
30344	None	Japan	B.1.1.214	20B	14	0	1
30345	None	Japan	B.1.1.214	20B	15	0	1
30346	None	Japan	B.1.1.214	20B	18	0	1
30347	None	Japan	B.1.1.214	20B	16	0	1
30348	None	Japan	B.1.1.214	20B	16	0	1
30349	None	Japan	B.1.1.284	20B	16	0	1
30350	None	Japan	B.1.1.214	20B	18	0	1
30351	None	Japan	B.1.1.214	20B	13	0	1
30352	None	Japan	B.1.1.214	20B	15	0	1
30353	None	Japan	B.1.1.214	20B	15	0	1
30354	None	Japan	B.1.1.214	20B	19	0	1
30355	None	Japan	B.1.1.214	20B	13	0	1
30356	None	Japan	B.1.1.214	20B	18	0	1
30357	None	Japan	B.1.1.214	20B	14	0	1
30358	None	Japan	B.1.1.214	20B	17	0	1
30359	None	Japan	B.1.1.284	20B	17	0	1
30360	None	Japan	B.1.1.214	20B	15	0	1
30361	None	Japan	B.1.1.214	20B	13	0	1
30362	None	Japan	B.1.1.214	20B	14	0	1
30363	None	Japan	B.1.1.214	20B	17	0	1
30364	None	Japan	B.1.1.214	20B	19	0	1
30365	None	Japan	B.1.1.214	20B	18	0	1
30366	None	Japan	B.1.1.284	20B	17	0	1
30367	None	Japan	B.1.1.214	20B	17	0	1
30368	None	Japan	B.1.1.214	20B	19	0	1
30369	None	Japan	B.1.1.214	20B	16	0	1
30370	None	Japan	B.1.1.284	20B	20	0	1
30371	None	Japan	B.1.1.214	20B	14	0	1
30372	None	Japan	B.1.1.214	20B	16	0	1
30373	None	Japan	B.1.1.214	20B	18	0	1
30374	None	Japan	B.1.1.214	20B	18	0	1
30375	None	Japan	B.1.1.214	20B	17	0	1
30376	None	Japan	B.1.1.214	20B	15	0	1
30377	None	Japan	B.1.1.214	20B	17	0	1
30378	None	Japan	B.1.1.284	20B	15	0	1
30379	None	Japan	B.1.1.214	20B	14	0	1
30380	None	Japan	B.1.1.284	20B	19	0	1
30381	None	Japan	B.1.1.214	20B	18	0	1
30382	None	Japan	B.1.1.214	20B	18	0	1
30383	None	Japan	B.1.1.214	20B	19	0	1
30384	None	Japan	B.1.1.214	20B	19	0	1
30385	None	Japan	B.1.1.214	20B	20	0	1
30386	None	Japan	B.1.1.214	20B	20	0	1
30387	None	Japan	B.1.1.214	20B	18	0	1
30388	None	Japan	B.1.1.214	20B	18	0	1
30389	None	Japan	B.1.1.214	20B	19	0	1
30390	None	Japan	B.1.1.214	20B	18	0	1
30391	None	Japan	B.1.1.214	20B	15	0	1
30392	None	Japan	B.1.1.214	20B	18	0	1
30393	None	Japan	B.1.1.214	20B	18	0	1
30394	None	Japan	B.1.1.214	20B	15	0	1
30395	None	Japan	B.1.1.214	20B	19	0	1
30396	None	Japan	B.1.1.284	20B	15	0	1
30397	None	Japan	B.1.1.214	20B	18	0	1
30398	None	Japan	B.1.1.214	20B	17	0	1
30399	None	Japan	B.1.1.284	20B	15	0	1
30400	None	Japan	B.1.1.284	20B	15	0	1
30401	None	Japan	B.1.1.284	20B	17	0	1
30402	None	Japan	B.1.1.214	20B	18	0	1
30403	None	Japan	B.1.1.214	20B	18	0	1
30404	None	Japan	B.1.1.284	20B	16	0	1
30405	None	Japan	B.1.1.284	20B	15	0	1
30406	None	Japan	B.1.1.284	20B	15	0	1
30407	None	Japan	B.1.1.284	20B	16	0	1
30408	None	Japan	B.1.1.284	20B	16	0	1
30409	None	Japan	B.1.1.284	20B	15	0	1
30410	None	Japan	B.1.1.284	20B	15	0	1
30411	None	Japan	B.1.1.284	20B	17	0	1
30412	None	Japan	B.1.1.284	20B	15	0	1
30413	None	Japan	B.1.1.284	20B	20	0	1
30414	None	Japan	B.1.1.284	20B	16	0	1
30415	None	Japan	B.1.1.284	20B	16	0	1
30416	None	Japan	B.1.1.214	20B	16	0	1
30417	None	Japan	B.1.1.284	20B	15	0	1
30418	None	Japan	B.1.1.284	20B	16	0	1
30419	None	Japan	B.1.1.284	20B	17	0	1
30420	None	Japan	B.1.1.284	20B	17	0	1
30421	None	Japan	B.1.1.284	20B	17	0	1
30422	None	Japan	B.1.1.284	20B	17	0	1
30423	None	Japan	B.1.1.284	20B	16	0	1
30424	None	Japan	B.1.1.284	20B	16	0	1
30425	None	Japan	B.1.1.284	20B	17	0	1
30426	None	Japan	B.1.1.284	20B	16	0	1
30427	None	Japan	B.1.1.284	20B	16	0	1
30428	None	Japan	B.1.1.284	20B	16	0	1
30429	None	Japan	B.1.1.284	20B	16	0	1
30430	None	Japan	B.1.1.284	20B	17	0	1
30431	None	Japan	B.1.1.284	20B	17	0	1
30432	None	Japan	B.1.1.284	20B	16	0	1
30433	None	Japan	B.1.1.284	20B	17	0	1
30434	None	Japan	B.1.1.284	20B	16	0	1
30435	None	Japan	B.1.1.284	20B	16	0	1
30436	None	Japan	B.1.1.284	20B	16	0	1
30437	None	Japan	B.1.1.284	20B	16	0	1
30438	None	Japan	B.1.1.284	20B	16	0	1
30439	None	Japan	B.1.1.284	20B	16	0	1
30440	None	Japan	B.1.1.284	20B	16	0	1
30441	None	Japan	B.1.1.284	20B	17	0	1
30442	None	Japan	B.1.1.284	20B	16	0	1
30443	None	Japan	B.1.1.284	20B	17	0	1
30444	None	Japan	B.1.1.284	20B	16	0	1
30445	None	Japan	B.1.1.284	20B	18	0	232
30446	None	Japan	B.1.1.284	20B	18	0	232
30447	None	Japan	B.1.1.284	20B	16	0	1
30448	None	Japan	B.1.1.284	20B	16	0	1
30449	None	Japan	B.1.1.284	20B	17	0	1
30450	None	Japan	B.1.1.284	20B	16	0	1
30451	None	Japan	B.1.1.284	20B	17	0	1
30452	None	Japan	B.1.1.284	20B	16	0	1
30453	None	Japan	B.1.1.284	20B	16	0	1
30454	None	Japan	B.1.1.284	20B	16	0	1
30455	None	Japan	B.1.1.284	20B	17	0	1
30456	None	Japan	B.1.1.284	20B	16	0	1
30457	None	Japan	B.1.1.284	20B	16	0	1
30458	None	Japan	B.1.1.284	20B	16	0	1
30459	None	Japan	B.1.1.284	20B	17	0	1
30460	None	Japan	B.1.1.284	20B	19	0	1
30461	None	Japan	B.1.1.284	20B	16	0	1
30462	None	Japan	B.1.1.284	20B	16	0	1
30463	None	Japan	B.1.1.284	20B	21	0	1
30464	None	Japan	B.1.1.284	20B	16	0	1
30465	None	Japan	B.1.1.284	20B	16	0	1
30466	None	Japan	B.1.1	20B	17	0	1
30467	None	Japan	B.1.1.214	20B	19	0	1
30468	None	Japan	B.1.1.214	20B	18	0	1
30469	None	Japan	B.1.1.214	20B	14	0	1
30470	None	Japan	B.1.1.214	20B	18	0	1
30471	None	Japan	B.1.1.284	20B	15	0	1
30472	None	Japan	B.1.1.214	20B	17	0	1
30473	None	Japan	B.1.1.214	20B	22	0	1
30474	None	Japan	B.1.1.284	20B	15	0	1
30475	None	Japan	B.1.1.214	20B	18	0	1
30476	None	Japan	B.1.1.214	20B	16	0	1
30477	None	Japan	B.1.1.284	20B	16	0	1
30478	None	Japan	B.1.1.214	20B	18	0	1
30479	None	Japan	B.1.1.214	20B	19	0	1
30480	None	Japan	B.1.1.284	20B	20	0	1
30481	None	Japan	B.1.1.284	20B	15	0	1
30482	None	Japan	B.1.1.214	20B	19	0	1
30483	None	Japan	B.1.1.284	20B	21	0	1
30484	None	Japan	B.1.1.284	20B	20	0	1
30485	None	Japan	B.1.1.284	20B	20	0	1
30486	None	Japan	B.1.1.214	20B	18	0	1
30487	None	Japan	B.1.1.214	20B	15	0	1
30488	None	Japan	B.1.1.214	20B	16	0	1
30489	None	Japan	B.1.1.214	20B	15	0	1
30490	None	Japan	B.1.1.214	20B	15	0	1
30491	None	Japan	B.1.1.214	20B	15	0	1
30492	None	Japan	B.1.1.214	20B	15	0	1
30493	None	Japan	B.1.1.214	20B	15	0	1
30494	None	Japan	B.1.1.214	20B	16	0	1
30495	None	Japan	B.1.1.214	20B	16	0	1
30496	None	Japan	B.1.1.214	20B	16	0	1
30497	None	Japan	B.1.1.214	20B	15	0	1
30498	None	Japan	B.1.1.284	20B	18	0	1
30499	None	Japan	B.1.1.214	20B	15	0	1
30500	None	Japan	B.1.1.284	20B	17	0	1
30501	None	Japan	B.1.1.284	20B	17	0	1
30502	None	Japan	B.1.1.284	20B	17	0	1
30503	None	Japan	B.1.1.214	20B	15	0	1
30504	None	Japan	B.1.1.284	20B	19	0	1
30505	None	Japan	B.1.1.284	20B	17	0	1
30506	None	Japan	B.1.1.284	20B	17	0	1
30507	None	Japan	B.1.1.284	20B	17	0	1
30508	None	Japan	B.1.1.214	20B	16	0	1
30509	None	Japan	B.1.1.214	20B	16	0	1
30510	None	Japan	B.1.1.214	20B	18	0	1
30511	None	Japan	B.1.1.214	20B	17	0	1
30512	None	Japan	B.1.1.214	20B	17	0	1
30513	None	Japan	B.1.1.214	20B	20	0	1
30514	None	Japan	B.1.1.214	20B	16	0	1
30515	None	Japan	B.1.1.214	20B	16	0	1
30516	None	Japan	B.1.1.214	20B	18	0	1
30517	None	Japan	B.1.1.214	20B	16	0	1
30518	None	Japan	B.1.1.214	20B	16	0	1
30519	None	Japan	B.1.1.214	20B	16	0	1
30520	None	Japan	B.1.1.214	20B	16	0	1
30521	None	Japan	B.1.1.214	20B	16	0	1
30522	None	Japan	B.1.1.214	20B	16	0	1
30523	None	Japan	B.1.1.214	20B	16	0	1
30524	None	Japan	B.1.1.214	20B	16	0	1
30525	None	Japan	B.1.1.214	20B	16	0	1
30526	None	Japan	B.1.1.214	20B	16	0	1
30527	None	Japan	B.1.1.284	20B	18	0	1
30528	None	Japan	B.1.1.214	20B	16	0	1
30529	None	Japan	B.1.1.214	20B	16	0	1
30530	None	Japan	B.1.1.214	20B	16	0	1
30531	None	Japan	B.1.1.214	20B	16	0	1
30532	None	Japan	B.1.1.214	20B	17	0	1
30533	None	Japan	B.1.1.214	20B	17	0	1
30534	None	Japan	B.1.1.214	20B	16	0	1
30535	None	Japan	B.1.1.214	20B	14	0	1
30536	None	Japan	B.1.1.214	20B	17	0	1
30537	None	Japan	B.1.1.214	20B	18	0	1
30538	None	Japan	B.1.1.214	20B	17	0	1
30539	None	Japan	B.1.1.214	20B	16	0	1
30540	None	Japan	B.1.1.214	20B	16	0	1
30541	None	Japan	B.1.1.214	20B	17	0	1
30542	None	Japan	B.1.1.214	20B	17	0	1
30543	None	Japan	B.1.1.214	20B	14	0	1
30544	None	Japan	B.1.1.214	20B	16	0	1
30545	None	Japan	B.1.1.284	20B	16	0	1
30546	None	Japan	B.1.1.214	20B	16	0	1
30547	None	Japan	B.1.1.214	20B	18	0	1
30548	None	Japan	B.1.1.214	20B	16	0	1
30549	None	Japan	B.1.1.214	20B	14	0	1
30550	None	Japan	B.1.1.214	20B	16	0	1
30551	None	Japan	B.1.1.214	20B	15	0	1
30552	None	Japan	B.1.1.214	20B	15	0	1
30553	None	Japan	B.1.1.214	20B	15	0	1
30554	None	Japan	B.1.1.214	20B	14	0	1
30555	None	Japan	B.1.1.214	20B	14	0	1
30556	None	Japan	B.1.1.214	20B	14	0	1
30557	None	Japan	B.1.1.214	20B	14	0	1
30558	None	Japan	B.1.1.214	20B	14	0	1
30559	None	Japan	B.1.1.214	20B	17	0	1
30560	None	Japan	B.1.1.214	20B	14	0	1
30561	None	Japan	B.1.1.214	20B	19	0	1
30562	None	Japan	B.1.1.214	20B	19	0	1
30563	None	Japan	B.1.1.214	20B	14	0	1
30564	None	Japan	B.1.1.214	20B	14	0	1
30565	None	Japan	B.1.1.214	20B	14	0	1
30566	None	Japan	B.1.1.214	20B	15	0	1
30567	None	Japan	B.1.1.214	20B	15	0	1
30568	None	Japan	B.1.1.214	20B	14	0	1
30569	None	Japan	B.1.1.214	20B	15	0	1
30570	None	Japan	B.1.1.214	20B	14	0	1
30571	None	Japan	B.1.1.214	20B	14	0	1
30572	None	Japan	B.1.1.214	20B	14	0	1
30573	None	Japan	B.1.1.214	20B	17	0	1
30574	None	Japan	B.1.1.214	20B	16	0	1
30575	None	Japan	B.1.1.214	20B	15	0	1
30576	None	Japan	B.1.1.214	20B	16	0	1
30577	None	Japan	B.1.1.214	20B	16	0	1
30578	None	Japan	B.1.1	20B	8	0	1
30579	None	Japan	B.1.1	20B	8	0	1
30580	None	Japan	B.1.1	20B	8	0	1
30581	None	Japan	B.1.1	20B	8	0	1
30582	None	Japan	B.1.1	20B	8	0	1
30583	None	Japan	B.1.1	20B	8	0	1
30584	None	Japan	B.1.1.284	20B	13	0	1
30585	None	Japan	B.1.1.284	20B	13	0	1
30586	None	Japan	B.1.1.284	20B	15	0	1
30587	None	Japan	B.1.1.284	20B	13	0	1
30588	None	Japan	B.1.1.284	20B	16	0	1
30589	None	Japan	B.1.1.284	20B	16	0	1
30590	None	Japan	B.1.1.284	20B	15	0	1
30591	None	Japan	B.1.1.284	20B	15	0	1
30592	None	Japan	B.1.1.284	20B	14	0	1
30593	None	Japan	B.1.1.284	20B	13	0	1
30594	None	Japan	B.1.1.284	20B	17	0	1
30595	None	Japan	B.1.1.284	20B	16	0	1
30596	None	Japan	B.1.1.284	20B	16	0	1
30597	None	Japan	B.1.1.284	20B	13	0	1
30598	None	Japan	B.1.1.284	20B	13	0	1
30599	None	Japan	B.1.1.284	20B	18	0	1
30600	None	Japan	B.1.1.284	20B	16	0	1
30601	None	Japan	B.1.1.284	20B	16	0	1
30602	None	Japan	B.1.1.284	20B	16	0	1
30603	None	Japan	B.1.1.284	20B	17	0	1
30604	None	Japan	B.1.1.284	20B	16	0	1
30605	None	Japan	B.1.1.284	20B	18	0	1
30606	None	Japan	B.1.1.284	20B	17	0	1
30607	None	Japan	B.1.1.284	20B	17	0	1
30608	None	Japan	B.1.1.284	20B	14	0	1
30609	None	Japan	B.1.1.284	20B	16	0	1
30610	None	Japan	B.1.1.284	20B	17	0	1
30611	None	Japan	B.1.1.284	20B	18	0	1
30612	None	Japan	B.1.1.284	20B	15	0	1
30613	None	Japan	B.1.1.284	20B	17	0	1
30614	None	Japan	B.1.1.284	20B	17	0	1
30615	None	Japan	B.1.1.284	20B	16	0	1
30616	None	Japan	B.1.1.284	20B	17	0	1
30617	None	Japan	B.1.1.214	20B	11	0	1
30618	None	Japan	B.1.1.284	20B	16	0	1
30619	None	Japan	B.1.1.214	20B	12	0	1
30620	None	Japan	B.1.1.284	20B	18	0	1
30621	None	Japan	B.1.1.284	20B	17	0	1
30622	None	Japan	B.1.1.284	20B	17	0	1
30623	None	Japan	B.1.1.284	20B	17	0	1
30624	None	Japan	B.1.1.284	20B	17	0	1
30625	None	Japan	B.1.1.284	20B	15	0	1
30626	None	Japan	B.1.1.284	20B	25	0	1
30627	None	Japan	B.1.1.284	20B	17	0	1
30628	None	Japan	B.1.1.284	20B	17	0	1
30629	None	Japan	B.1.1.284	20B	17	0	1
30630	None	Japan	B.1.1.284	20B	18	0	1
